FILEID,STUSAB,SUMLEV,GEOID,GEOCODE,REGION,DIVISION,STATE,COUNTY,COUSUB,TRACT,BLKGRP,GEOID_20_BG,P0020001,P0020005,P0020006,P0020002,P0020008,P0020007,P0020009,P0020010,P0020011,P0040001,P0040005,P0040006,P0040002,P0040008,P0040007,P0040009,P0040010,P0040011,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010,H0010001,H0010002,H0010003
PLST,MA,150,1500000US250250706002,2.50E+11,1,1,25,25,,70600,2,2.50E+11,1126,888,59,49,71,0,0,1,58,946,767,47,37,64,0,0,1,30,0,0,0,0,0,0,0,0,0,0,613,582,31
PLST,MA,150,1500000US250250707001,2.50E+11,1,1,25,25,,70700,1,2.50E+11,1236,552,277,142,164,8,0,25,68,1044,505,218,111,143,8,0,25,34,5,0,0,0,0,0,5,0,0,5,642,601,41
PLST,MA,150,1500000US250250707002,2.50E+11,1,1,25,25,,70700,2,2.50E+11,1291,820,209,97,101,2,0,6,56,1122,730,174,79,91,2,0,6,40,0,0,0,0,0,0,0,0,0,0,694,670,24
PLST,MA,150,1500000US250250708011,2.50E+11,1,1,25,25,,70801,1,2.50E+11,1056,571,174,96,142,0,1,6,66,953,547,136,70,137,0,1,6,56,0,0,0,0,0,0,0,0,0,0,607,549,58
PLST,MA,150,1500000US250250708021,2.50E+11,1,1,25,25,,70802,1,2.50E+11,1552,877,295,175,125,4,1,10,65,1396,803,252,157,121,4,1,4,54,0,0,0,0,0,0,0,0,0,0,936,886,50
PLST,MA,150,1500000US250250708022,2.50E+11,1,1,25,25,,70802,2,2.50E+11,1133,825,68,91,93,2,0,7,47,1008,732,62,73,92,2,0,6,41,19,0,0,0,0,0,19,0,0,19,602,575,27
PLST,MA,150,1500000US250250709011,2.50E+11,1,1,25,25,,70901,1,2.50E+11,1165,291,303,400,113,0,0,12,46,953,267,244,294,108,0,0,12,28,15,15,0,15,0,0,0,0,0,0,568,547,21
PLST,MA,150,1500000US250250709021,2.50E+11,1,1,25,25,,70902,1,2.50E+11,1211,550,237,213,138,2,0,5,66,1050,501,211,151,130,1,0,5,51,14,0,0,0,0,0,14,0,0,14,670,631,39
PLST,MA,150,1500000US250250709022,2.50E+11,1,1,25,25,,70902,2,2.50E+11,1089,653,94,185,101,0,0,2,54,957,607,74,147,91,0,0,2,36,0,0,0,0,0,0,0,0,0,0,583,561,22
PLST,MA,150,1500000US250250711011,2.50E+11,1,1,25,25,,71101,1,2.50E+11,1540,989,164,155,136,2,2,16,76,1389,917,152,129,120,2,2,16,51,222,0,0,0,0,0,222,0,0,222,728,688,40
PLST,MA,150,1500000US250250711012,2.50E+11,1,1,25,25,,71101,2,2.50E+11,916,246,289,195,128,14,1,4,39,827,232,245,171,125,14,1,4,35,95,16,16,0,0,0,79,0,0,79,557,520,37
PLST,MA,150,1500000US250250711013,2.50E+11,1,1,25,25,,71101,3,2.50E+11,996,522,50,104,289,0,2,6,23,940,489,49,87,289,0,2,6,18,11,0,0,0,0,0,11,0,0,11,639,607,32
PLST,MA,150,1500000US250250711014,2.50E+11,1,1,25,25,,71101,4,2.50E+11,659,320,93,93,126,0,0,7,20,588,304,67,74,117,0,0,7,19,45,45,0,0,0,45,0,0,0,0,348,317,31
PLST,MA,150,1500000US250250712011,2.50E+11,1,1,25,25,,71201,1,2.50E+11,1013,637,69,86,180,3,0,3,35,883,583,54,57,157,3,0,3,26,12,0,0,0,0,0,12,0,0,12,546,539,7
PLST,MA,150,1500000US250250712012,2.50E+11,1,1,25,25,,71201,2,2.50E+11,1231,651,144,139,231,1,0,3,62,1109,594,140,124,202,1,0,1,47,265,0,0,0,0,0,265,0,0,265,506,482,24
PLST,MA,150,1500000US250250712013,2.50E+11,1,1,25,25,,71201,3,2.50E+11,192,117,13,26,19,0,0,5,12,174,110,8,22,19,0,0,5,10,0,0,0,0,0,0,0,0,0,0,388,86,302
PLST,MA,150,1500000US250250712014,2.50E+11,1,1,25,25,,71201,4,2.50E+11,1078,47,367,558,67,0,0,18,21,784,36,261,397,60,0,0,12,18,0,0,0,0,0,0,0,0,0,0,459,438,21
PLST,MA,150,1500000US250250801001,2.50E+11,1,1,25,25,,80100,1,2.50E+11,2125,543,610,546,36,0,1,100,289,1913,537,567,479,28,0,1,77,224,987,730,726,4,0,0,257,0,0,257,547,458,89
PLST,MA,150,1500000US250250801002,2.50E+11,1,1,25,25,,80100,2,2.50E+11,775,29,402,250,10,2,0,14,68,573,29,316,152,9,0,0,12,55,6,0,0,0,0,0,6,0,0,6,314,291,23
PLST,MA,150,1500000US250250803001,2.50E+11,1,1,25,25,,80300,1,2.50E+11,686,14,313,286,21,0,0,10,42,533,14,250,209,19,0,0,4,37,17,0,0,0,0,0,17,0,0,17,290,276,14
PLST,MA,150,1500000US250250803002,2.50E+11,1,1,25,25,,80300,2,2.50E+11,1550,132,732,519,59,1,1,23,83,1130,116,567,339,42,1,1,13,51,18,15,0,15,0,0,3,0,0,3,581,557,24
PLST,MA,150,1500000US250250804011,2.50E+11,1,1,25,25,,80401,1,2.50E+11,1910,267,626,652,241,4,0,40,80,1593,258,506,497,236,1,0,24,71,387,0,0,0,0,0,387,0,0,387,680,650,30
PLST,MA,150,1500000US250250804012,2.50E+11,1,1,25,25,,80401,2,2.50E+11,1481,85,588,689,50,6,0,14,49,1116,80,443,498,48,4,0,9,34,0,0,0,0,0,0,0,0,0,0,783,742,41
PLST,MA,150,1500000US250250805001,2.50E+11,1,1,25,25,,80500,1,2.50E+11,1198,192,419,400,125,0,2,19,41,924,167,326,272,111,0,2,11,35,6,0,0,0,0,0,6,0,0,6,506,488,18
PLST,MA,150,1500000US250250805002,2.50E+11,1,1,25,25,,80500,2,2.50E+11,2090,116,815,972,130,0,0,6,51,1534,108,569,697,121,0,0,4,35,23,0,0,0,0,0,23,0,0,23,924,890,34
PLST,MA,150,1500000US250250806011,2.50E+11,1,1,25,25,,80601,1,2.50E+11,4013,1650,405,502,1228,5,3,13,207,3827,1615,352,443,1196,5,3,9,204,2484,0,0,0,0,0,2484,2484,0,0,687,594,93
PLST,MA,150,1500000US250250806012,2.50E+11,1,1,25,25,,80601,2,2.50E+11,158,12,48,77,7,0,0,0,14,124,10,35,59,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,449,74,375
PLST,MA,150,1500000US250250806013,2.50E+11,1,1,25,25,,80601,3,2.50E+11,561,87,279,108,28,0,0,10,49,481,80,253,71,25,0,0,7,45,16,0,0,0,0,0,16,0,0,16,346,337,9
PLST,MA,150,1500000US250250808011,2.50E+11,1,1,25,25,,80801,1,2.50E+11,2384,1164,340,647,131,8,1,35,58,2111,1156,261,472,130,6,1,33,52,1502,0,0,0,0,0,1502,1502,0,0,394,364,30
PLST,MA,150,1500000US250250808012,2.50E+11,1,1,25,25,,80801,2,2.50E+11,1898,74,600,767,402,1,0,16,38,1500,70,420,587,379,1,0,13,30,0,0,0,0,0,0,0,0,0,0,702,678,24
PLST,MA,150,1500000US250250809001,2.50E+11,1,1,25,25,,80900,1,2.50E+11,1330,430,112,96,637,1,0,10,44,1288,424,105,88,617,1,0,10,43,0,0,0,0,0,0,0,0,0,0,838,801,37
PLST,MA,150,1500000US250250809002,2.50E+11,1,1,25,25,,80900,2,2.50E+11,1780,1061,141,168,325,0,0,16,69,1632,990,113,135,316,0,0,16,62,16,4,0,4,0,0,12,0,0,12,609,591,18
PLST,MA,150,1500000US250250809003,2.50E+11,1,1,25,25,,80900,3,2.50E+11,1266,703,66,91,343,1,0,7,55,1172,664,55,66,335,1,0,7,44,0,0,0,0,0,0,0,0,0,0,463,417,46
PLST,MA,150,1500000US250250810011,2.50E+11,1,1,25,25,,81001,1,2.50E+11,1062,713,39,97,160,0,0,9,44,978,659,38,78,159,0,0,6,38,0,0,0,0,0,0,0,0,0,0,353,351,2
PLST,MA,150,1500000US250250810012,2.50E+11,1,1,25,25,,81001,2,2.50E+11,1445,650,145,214,340,1,0,21,74,1325,637,125,159,322,1,0,17,64,27,0,0,0,0,0,27,0,0,27,634,603,31
PLST,MA,150,1500000US250250810013,2.50E+11,1,1,25,25,,81001,3,2.50E+11,744,117,96,188,315,0,0,9,19,647,114,76,152,278,0,0,8,19,0,0,0,0,0,0,0,0,0,0,413,401,12
PLST,MA,150,1500000US250250810014,2.50E+11,1,1,25,25,,81001,4,2.50E+11,1896,389,263,474,683,3,0,36,48,1571,367,199,344,584,3,0,29,45,34,0,0,0,0,0,34,0,0,34,899,877,22
PLST,MA,150,1500000US250250810015,2.50E+11,1,1,25,25,,81001,5,2.50E+11,548,86,96,91,246,3,1,6,19,445,70,66,64,219,3,1,5,17,0,0,0,0,0,0,0,0,0,0,282,278,4
PLST,MA,150,1500000US250250811011,2.50E+11,1,1,25,25,,81101,1,2.50E+11,372,200,21,47,86,0,0,1,17,355,198,16,43,82,0,0,1,15,0,0,0,0,0,0,0,0,0,0,256,230,26
PLST,MA,150,1500000US250250811012,2.50E+11,1,1,25,25,,81101,2,2.50E+11,1112,606,133,111,213,0,0,3,46,1050,579,130,96,199,0,0,3,43,156,156,0,0,156,0,0,0,0,0,695,578,117
PLST,MA,150,1500000US250250811021,2.50E+11,1,1,25,25,,81102,1,2.50E+11,1572,673,282,264,260,4,0,9,80,1441,646,252,213,251,2,0,8,69,112,112,0,0,112,0,0,0,0,0,565,543,22
PLST,MA,150,1500000US250250811022,2.50E+11,1,1,25,25,,81102,2,2.50E+11,1593,575,247,244,471,2,0,9,45,1486,547,226,225,442,2,0,6,38,82,0,0,0,0,0,82,0,0,82,803,764,39
PLST,MA,150,1500000US250250812001,2.50E+11,1,1,25,25,,81200,1,2.50E+11,1393,507,157,512,119,2,0,13,83,1137,443,141,389,103,2,0,6,53,26,0,0,0,0,0,26,0,0,26,502,479,23
PLST,MA,150,1500000US250250812002,2.50E+11,1,1,25,25,,81200,2,2.50E+11,1492,59,523,825,20,0,0,19,46,1068,49,358,600,20,0,0,8,33,0,0,0,0,0,0,0,0,0,0,659,609,50
PLST,MA,150,1500000US250250812003,2.50E+11,1,1,25,25,,81200,3,2.50E+11,621,11,233,340,17,0,0,9,11,445,11,167,234,16,0,0,9,8,0,0,0,0,0,0,0,0,0,0,217,202,15
PLST,MA,150,1500000US250250813011,2.50E+11,1,1,25,25,,81301,1,2.50E+11,767,95,250,363,16,2,1,3,37,575,71,190,273,16,0,0,3,22,89,50,0,50,0,0,39,0,0,39,365,356,9
PLST,MA,150,1500000US250250813012,2.50E+11,1,1,25,25,,81301,2,2.50E+11,1627,241,519,745,46,6,2,4,64,1275,223,398,558,42,6,2,2,44,0,0,0,0,0,0,0,0,0,0,757,704,53
PLST,MA,150,1500000US250250813021,2.50E+11,1,1,25,25,,81302,1,2.50E+11,1121,40,441,569,17,1,0,13,40,858,36,349,410,17,1,0,13,32,0,0,0,0,0,0,0,0,0,0,552,524,28
PLST,MA,150,1500000US250250813022,2.50E+11,1,1,25,25,,81302,2,2.50E+11,1959,215,745,846,48,8,0,14,83,1518,180,577,627,48,8,0,14,64,155,70,0,70,0,0,85,0,0,85,766,741,25
PLST,MA,150,1500000US250250814001,2.50E+11,1,1,25,25,,81400,1,2.50E+11,820,207,306,178,66,3,0,4,56,693,195,260,122,61,0,0,3,52,0,0,0,0,0,0,0,0,0,0,354,337,17
PLST,MA,150,1500000US250250814002,2.50E+11,1,1,25,25,,81400,2,2.50E+11,1009,402,328,133,72,2,0,12,60,889,372,278,122,65,0,0,11,41,50,0,0,0,0,0,50,36,0,14,431,411,20
PLST,MA,150,1500000US250250814003,2.50E+11,1,1,25,25,,81400,3,2.50E+11,1401,362,573,273,115,4,0,7,67,1200,339,495,209,96,3,0,7,51,0,0,0,0,0,0,0,0,0,0,669,610,59
PLST,MA,150,1500000US250250814004,2.50E+11,1,1,25,25,,81400,4,2.50E+11,544,201,117,100,73,0,1,10,42,477,189,98,77,68,0,1,5,39,10,0,0,0,0,0,10,0,0,10,210,200,10
PLST,MA,150,1500000US250250815001,2.50E+11,1,1,25,25,,81500,1,2.50E+11,1085,287,423,193,74,3,0,7,98,892,247,369,124,63,2,0,6,81,11,0,0,0,0,0,11,0,0,11,428,408,20
PLST,MA,150,1500000US250250815002,2.50E+11,1,1,25,25,,81500,2,2.50E+11,1364,119,684,438,43,1,0,12,67,1092,113,555,324,39,1,0,6,54,13,0,0,0,0,0,13,0,0,13,579,547,32
PLST,MA,150,1500000US250250817001,2.50E+11,1,1,25,25,,81700,1,2.50E+11,623,6,475,67,11,4,0,32,28,444,6,344,48,8,1,0,21,16,0,0,0,0,0,0,0,0,0,0,218,207,11
PLST,MA,150,1500000US250250817002,2.50E+11,1,1,25,25,,81700,2,2.50E+11,995,43,615,276,10,3,0,5,43,785,38,494,206,10,3,0,3,31,0,0,0,0,0,0,0,0,0,0,475,465,10
PLST,MA,150,1500000US250250817003,2.50E+11,1,1,25,25,,81700,3,2.50E+11,882,65,459,281,3,11,0,9,54,604,52,327,171,3,8,0,8,35,0,0,0,0,0,0,0,0,0,0,299,272,27
PLST,MA,150,1500000US250250817004,2.50E+11,1,1,25,25,,81700,4,2.50E+11,950,58,452,292,82,2,0,12,52,739,53,360,215,58,2,0,8,43,20,0,0,0,0,0,20,0,0,20,375,350,25
PLST,MA,150,1500000US250250817005,2.50E+11,1,1,25,25,,81700,5,2.50E+11,691,82,336,184,52,2,0,7,28,563,70,298,114,52,0,0,5,24,15,15,0,15,0,0,0,0,0,0,314,276,38
PLST,MA,150,1500000US250250818001,2.50E+11,1,1,25,25,,81800,1,2.50E+11,1313,125,637,449,22,1,0,11,68,1027,101,534,317,20,1,0,7,47,0,0,0,0,0,0,0,0,0,0,596,547,49
PLST,MA,150,1500000US250250818002,2.50E+11,1,1,25,25,,81800,2,2.50E+11,1006,78,598,244,8,3,0,22,53,816,71,496,189,5,2,0,12,41,17,0,0,0,0,0,17,0,0,17,471,432,39
PLST,MA,150,1500000US250250818003,2.50E+11,1,1,25,25,,81800,3,2.50E+11,1248,53,688,391,16,1,0,23,76,911,49,530,255,16,1,0,19,41,0,0,0,0,0,0,0,0,0,0,419,401,18
PLST,MA,150,1500000US250250819001,2.50E+11,1,1,25,25,,81900,1,2.50E+11,1090,35,658,307,13,4,0,13,60,834,29,531,203,13,3,0,7,48,12,0,0,0,0,0,12,0,0,12,451,418,33
PLST,MA,150,1500000US250250819002,2.50E+11,1,1,25,25,,81900,2,2.50E+11,644,19,332,242,3,1,0,15,32,488,19,257,176,3,0,0,15,18,0,0,0,0,0,0,0,0,0,0,278,272,6
PLST,MA,150,1500000US250250819003,2.50E+11,1,1,25,25,,81900,3,2.50E+11,816,58,376,307,6,1,0,15,53,607,43,290,213,6,1,0,12,42,40,32,0,32,0,0,8,0,0,8,287,272,15
PLST,MA,150,1500000US250250819004,2.50E+11,1,1,25,25,,81900,4,2.50E+11,1121,15,617,428,11,0,0,14,36,809,13,463,281,11,0,0,14,27,0,0,0,0,0,0,0,0,0,0,455,429,26
PLST,MA,150,1500000US250250820001,2.50E+11,1,1,25,25,,82000,1,2.50E+11,1498,75,856,390,10,3,1,40,123,1102,59,659,253,7,3,1,28,92,9,9,0,9,0,0,0,0,0,0,620,568,52
PLST,MA,150,1500000US250250820002,2.50E+11,1,1,25,25,,82000,2,2.50E+11,747,20,479,161,7,3,0,23,54,592,16,400,111,7,3,0,17,38,0,0,0,0,0,0,0,0,0,0,308,277,31
PLST,MA,150,1500000US250250820003,2.50E+11,1,1,25,25,,82000,3,2.50E+11,950,34,547,279,15,2,0,10,63,741,27,444,207,8,2,0,6,47,0,0,0,0,0,0,0,0,0,0,424,408,16
PLST,MA,150,1500000US250250821001,2.50E+11,1,1,25,25,,82100,1,2.50E+11,1323,25,626,541,13,8,0,24,86,966,25,461,383,12,8,0,19,58,8,0,0,0,0,0,8,0,0,8,521,506,15
PLST,MA,150,1500000US250250821002,2.50E+11,1,1,25,25,,82100,2,2.50E+11,1543,41,736,690,14,0,0,16,46,1103,35,560,453,11,0,0,8,36,0,0,0,0,0,0,0,0,0,0,595,557,38
PLST,MA,150,1500000US250250821003,2.50E+11,1,1,25,25,,82100,3,2.50E+11,2358,98,1295,848,21,1,3,15,77,1755,82,966,617,18,1,3,8,60,24,0,0,0,0,0,24,0,0,24,1034,1009,25
PLST,MA,150,1500000US250250901001,2.50E+11,1,1,25,25,,90100,1,2.50E+11,1610,8,780,715,15,4,0,25,63,1190,5,594,515,13,4,0,12,47,0,0,0,0,0,0,0,0,0,0,674,648,26
PLST,MA,150,1500000US250250901002,2.50E+11,1,1,25,25,,90100,2,2.50E+11,645,24,379,174,12,2,0,25,29,495,22,307,118,10,0,0,15,23,0,0,0,0,0,0,0,0,0,0,276,243,33
PLST,MA,150,1500000US250250901003,2.50E+11,1,1,25,25,,90100,3,2.50E+11,856,34,513,196,20,18,0,18,57,634,27,390,120,19,16,0,12,50,20,0,0,0,0,0,20,0,0,20,316,265,51
PLST,MA,150,1500000US250250901004,2.50E+11,1,1,25,25,,90100,4,2.50E+11,1285,35,806,339,2,17,0,21,65,888,21,568,223,2,4,0,20,50,0,0,0,0,0,0,0,0,0,0,447,430,17
PLST,MA,150,1500000US250250901005,2.50E+11,1,1,25,25,,90100,5,2.50E+11,775,32,452,213,12,0,0,11,55,561,31,345,139,7,0,0,3,36,0,0,0,0,0,0,0,0,0,0,255,239,16
PLST,MA,150,1500000US250250902001,2.50E+11,1,1,25,25,,90200,1,2.50E+11,712,42,213,365,17,0,0,11,64,491,35,153,244,13,0,0,8,38,18,0,0,0,0,0,18,0,0,18,250,244,6
PLST,MA,150,1500000US250250902002,2.50E+11,1,1,25,25,,90200,2,2.50E+11,716,31,273,315,27,0,0,15,55,459,15,196,193,19,0,0,8,28,59,59,0,59,0,0,0,0,0,0,271,258,13
PLST,MA,150,1500000US250250902003,2.50E+11,1,1,25,25,,90200,3,2.50E+11,984,32,447,419,12,0,0,24,50,676,24,298,286,11,0,0,17,40,0,0,0,0,0,0,0,0,0,0,319,309,10
PLST,MA,150,1500000US250250903001,2.50E+11,1,1,25,25,,90300,1,2.50E+11,1033,43,392,461,15,2,1,36,83,692,26,277,300,14,0,1,18,56,0,0,0,0,0,0,0,0,0,0,339,315,24
PLST,MA,150,1500000US250250903002,2.50E+11,1,1,25,25,,90300,2,2.50E+11,1681,23,865,641,28,5,0,24,95,1187,10,618,441,22,5,0,20,71,18,18,0,18,0,0,0,0,0,0,566,551,15
PLST,MA,150,1500000US250250903003,2.50E+11,1,1,25,25,,90300,3,2.50E+11,1081,16,555,367,5,4,0,19,115,737,14,406,217,4,4,0,18,74,0,0,0,0,0,0,0,0,0,0,391,372,19
PLST,MA,150,1500000US250250904001,2.50E+11,1,1,25,25,,90400,1,2.50E+11,921,26,409,354,30,3,0,29,70,669,20,298,262,19,1,0,22,47,10,0,0,0,0,0,10,0,0,10,322,316,6
PLST,MA,150,1500000US250250904002,2.50E+11,1,1,25,25,,90400,2,2.50E+11,1462,69,586,510,52,2,0,66,177,1046,61,425,352,40,0,0,48,120,3,0,0,0,0,0,3,0,0,3,521,488,33
PLST,MA,150,1500000US250250904003,2.50E+11,1,1,25,25,,90400,3,2.50E+11,898,43,382,262,38,0,1,31,141,672,41,302,176,28,0,1,16,108,4,0,0,0,0,0,4,0,0,4,274,252,22
PLST,MA,150,1500000US250250904004,2.50E+11,1,1,25,25,,90400,4,2.50E+11,820,30,335,272,20,0,1,39,123,616,27,250,193,14,0,1,31,100,0,0,0,0,0,0,0,0,0,0,311,292,19
PLST,MA,150,1500000US250250906001,2.50E+11,1,1,25,25,,90600,1,2.50E+11,1099,78,458,357,16,0,0,49,141,821,55,362,236,15,0,0,32,121,33,0,0,0,0,0,33,0,0,33,370,333,37
PLST,MA,150,1500000US250250906002,2.50E+11,1,1,25,25,,90600,2,2.50E+11,1351,97,286,264,34,3,0,270,397,1060,85,225,188,26,3,0,219,314,0,0,0,0,0,0,0,0,0,0,470,439,31
PLST,MA,150,1500000US250250907001,2.50E+11,1,1,25,25,,90700,1,2.50E+11,1171,680,68,101,244,5,1,32,40,1071,644,62,87,211,2,1,32,32,9,0,0,0,0,0,9,0,0,9,517,481,36
PLST,MA,150,1500000US250250907002,2.50E+11,1,1,25,25,,90700,2,2.50E+11,1260,925,75,90,119,4,0,4,43,1148,858,70,76,98,4,0,4,38,26,0,0,0,0,0,26,0,0,26,654,616,38
PLST,MA,150,1500000US250250907003,2.50E+11,1,1,25,25,,90700,3,2.50E+11,1178,680,44,133,244,1,0,17,59,1046,624,40,106,217,1,0,12,46,8,0,0,0,0,0,8,0,0,8,562,503,59
PLST,MA,150,1500000US250250907004,2.50E+11,1,1,25,25,,90700,4,2.50E+11,1064,573,95,125,217,3,0,8,43,939,532,73,99,196,0,0,8,31,11,0,0,0,0,0,11,0,0,11,677,511,166
PLST,MA,150,1500000US250250909011,2.50E+11,1,1,25,25,,90901,1,2.50E+11,1403,349,223,347,439,0,3,6,36,1134,267,160,266,413,0,3,5,20,0,0,0,0,0,0,0,0,0,0,624,601,23
PLST,MA,150,1500000US250250909012,2.50E+11,1,1,25,25,,90901,2,2.50E+11,2197,658,307,437,675,7,2,19,92,1949,610,250,334,654,6,2,17,76,22,0,0,0,0,0,22,0,0,22,1104,1009,95
PLST,MA,150,1500000US250250910011,2.50E+11,1,1,25,25,,91001,1,2.50E+11,645,130,132,113,206,2,0,14,48,538,127,108,88,160,1,0,11,43,0,0,0,0,0,0,0,0,0,0,271,243,28
PLST,MA,150,1500000US250250910012,2.50E+11,1,1,25,25,,91001,2,2.50E+11,796,355,45,95,266,1,0,2,32,703,335,39,79,223,1,0,2,24,0,0,0,0,0,0,0,0,0,0,360,351,9
PLST,MA,150,1500000US250250910013,2.50E+11,1,1,25,25,,91001,3,2.50E+11,748,587,24,36,42,0,0,9,50,638,512,15,27,32,0,0,9,43,0,0,0,0,0,0,0,0,0,0,363,358,5
PLST,MA,150,1500000US250250910014,2.50E+11,1,1,25,25,,91001,4,2.50E+11,1066,694,74,67,188,2,0,2,39,988,648,72,57,174,1,0,2,34,0,0,0,0,0,0,0,0,0,0,668,606,62
PLST,MA,150,1500000US250250911001,2.50E+11,1,1,25,25,,91100,1,2.50E+11,1441,847,80,130,306,1,0,27,50,1288,776,68,113,261,1,0,25,44,2,0,0,0,0,0,2,0,0,2,630,583,47
PLST,MA,150,1500000US250250911002,2.50E+11,1,1,25,25,,91100,2,2.50E+11,1195,731,83,102,214,3,0,13,49,1044,688,66,75,165,3,0,13,34,0,0,0,0,0,0,0,0,0,0,519,489,30
PLST,MA,150,1500000US250250911003,2.50E+11,1,1,25,25,,91100,3,2.50E+11,823,335,69,48,322,1,0,1,47,712,321,57,34,262,1,0,1,36,0,0,0,0,0,0,0,0,0,0,335,308,27
PLST,MA,150,1500000US250250911004,2.50E+11,1,1,25,25,,91100,4,2.50E+11,679,226,93,78,188,1,0,37,56,566,201,72,65,156,1,0,32,39,0,0,0,0,0,0,0,0,0,0,271,240,31
PLST,MA,150,1500000US250250911005,2.50E+11,1,1,25,25,,91100,5,2.50E+11,778,389,105,72,161,2,0,12,37,677,367,77,59,129,2,0,10,33,8,0,0,0,0,0,8,0,0,8,302,291,11
PLST,MA,150,1500000US250250912001,2.50E+11,1,1,25,25,,91200,1,2.50E+11,1057,461,114,234,72,0,0,37,139,899,451,86,159,53,0,0,34,116,16,6,0,6,0,0,10,0,0,10,455,425,30
PLST,MA,150,1500000US250250912002,2.50E+11,1,1,25,25,,91200,2,2.50E+11,1363,453,256,359,83,0,0,57,155,1063,419,184,218,72,0,0,50,120,127,98,0,98,0,0,29,0,0,29,523,497,26
PLST,MA,150,1500000US250250912003,2.50E+11,1,1,25,25,,91200,3,2.50E+11,720,206,176,168,19,0,0,61,90,585,188,135,124,17,0,0,56,65,50,0,0,0,0,0,50,0,0,50,298,282,16
PLST,MA,150,1500000US250250913001,2.50E+11,1,1,25,25,,91300,1,2.50E+11,1456,226,382,274,75,2,0,249,248,1129,198,271,207,69,2,0,200,182,0,0,0,0,0,0,0,0,0,0,532,502,30
PLST,MA,150,1500000US250250913002,2.50E+11,1,1,25,25,,91300,2,2.50E+11,1170,71,334,294,34,0,0,183,254,861,63,233,211,26,0,0,149,179,18,0,0,0,0,0,18,0,0,18,403,379,24
PLST,MA,150,1500000US250250914001,2.50E+11,1,1,25,25,,91400,1,2.50E+11,1748,110,721,540,29,8,1,142,197,1360,102,554,399,28,6,1,118,152,60,4,0,4,0,0,56,0,0,56,675,635,40
PLST,MA,150,1500000US250250914002,2.50E+11,1,1,25,25,,91400,2,2.50E+11,1138,91,484,370,4,7,1,55,126,867,84,375,247,2,6,1,50,102,84,8,0,8,0,0,76,0,0,76,377,361,16
PLST,MA,150,1500000US250250915001,2.50E+11,1,1,25,25,,91500,1,2.50E+11,1926,431,427,511,88,0,1,142,326,1524,402,328,346,78,0,1,118,251,0,0,0,0,0,0,0,0,0,0,766,723,43
PLST,MA,150,1500000US250250915002,2.50E+11,1,1,25,25,,91500,2,2.50E+11,1740,117,628,419,89,1,1,213,272,1296,89,490,276,63,1,1,170,206,16,16,0,16,0,0,0,0,0,0,599,567,32
PLST,MA,150,1500000US250250915003,2.50E+11,1,1,25,25,,91500,3,2.50E+11,922,73,237,153,93,0,0,86,280,689,63,190,99,81,0,0,62,194,0,0,0,0,0,0,0,0,0,0,366,342,24
PLST,MA,150,1500000US250250916001,2.50E+11,1,1,25,25,,91600,1,2.50E+11,1284,282,401,256,80,6,0,69,190,983,269,281,185,59,6,0,49,134,26,0,0,0,0,0,26,0,0,26,521,480,41
PLST,MA,150,1500000US250250916002,2.50E+11,1,1,25,25,,91600,2,2.50E+11,1250,112,182,240,568,3,0,38,107,987,95,153,172,448,3,0,33,83,12,0,0,0,0,0,12,0,0,12,423,411,12
PLST,MA,150,1500000US250250916003,2.50E+11,1,1,25,25,,91600,3,2.50E+11,666,68,101,143,279,4,0,21,50,532,64,80,92,242,4,0,6,44,8,0,0,0,0,0,8,0,0,8,297,271,26
PLST,MA,150,1500000US250250917001,2.50E+11,1,1,25,25,,91700,1,2.50E+11,1313,128,536,282,54,9,0,99,205,980,111,374,202,53,8,0,75,157,10,0,0,0,0,0,10,0,0,10,473,427,46
PLST,MA,150,1500000US250250917002,2.50E+11,1,1,25,25,,91700,2,2.50E+11,1123,42,455,340,30,1,0,65,190,837,40,342,226,21,0,0,52,156,20,0,0,0,0,0,20,0,0,20,350,321,29
PLST,MA,150,1500000US250250917003,2.50E+11,1,1,25,25,,91700,3,2.50E+11,767,38,320,173,71,3,0,31,131,534,30,231,115,49,1,0,22,86,0,0,0,0,0,0,0,0,0,0,251,217,34
PLST,MA,150,1500000US250250918001,2.50E+11,1,1,25,25,,91800,1,2.50E+11,1570,98,605,417,45,2,0,123,280,1176,91,481,263,38,1,0,93,209,45,0,0,0,0,0,45,0,0,45,527,502,25
PLST,MA,150,1500000US250250918002,2.50E+11,1,1,25,25,,91800,2,2.50E+11,1096,35,448,276,40,1,0,70,226,810,31,345,182,28,0,0,55,169,0,0,0,0,0,0,0,0,0,0,406,364,42
PLST,MA,150,1500000US250250918003,2.50E+11,1,1,25,25,,91800,3,2.50E+11,1052,62,514,222,36,5,0,55,158,798,50,402,149,29,5,0,42,121,0,0,0,0,0,0,0,0,0,0,387,349,38
PLST,MA,150,1500000US250250919001,2.50E+11,1,1,25,25,,91900,1,2.50E+11,959,35,546,245,11,0,0,39,83,693,31,399,175,3,0,0,23,62,0,0,0,0,0,0,0,0,0,0,343,332,11
PLST,MA,150,1500000US250250919002,2.50E+11,1,1,25,25,,91900,2,2.50E+11,918,58,500,202,26,9,0,32,91,708,53,382,143,23,5,0,27,75,16,0,0,0,0,0,16,0,0,16,316,288,28
