id,notes,original_zip,match_kind,state_code,county_code,tract_code,block_code,RRF Award Amount ,No of months of assistance,Rent owing,RRF Award Type ,Mthly Self Employment,Mthly Unemployment,Mthly Interest or Dividend,Mthly Pension or Retirement,Mthly TANF/Public Assistance,Mthly Alimony income,Mthly Armed Forces income,Mthly Other income
9399,,2122,Exact,25,25,92101,2007,3900,3,0,,,306,,,,,,
9400,,2134,Exact,25,25,804,2008,4000,3,0,Future payments,400,2915,,,,,,
9403,,2124,Exact,25,25,100500,2006,6000,1,5000,Future payments,,,,,,,,750
9405,,2128,Exact,25,25,50300,1013,4000,3,3150,,,,,,,,,
9406,,2126,Exact,25,25,101001,6002,6000,4,13000,,,1161,,,,,,
9410,,2134,Exact,25,25,101,2008,6000,,13600,,,,,,,,,1875
9411,,2121,Exact,25,25,90200,3000,4000,1,3645,Arrears & Future payments,,828,,,,,,
9413,,2121,Exact,25,25,91900,1003,6000,4,2600,,,,,,,156,,
9415,,2199,Exact,25,25,10600,2001,6000,4,5684,Arrears & Future payments,,,,,,,,
9421,,2135,Exact,25,25,201,2000,2760,,3920,,,,,,,,,
9423,,2135,Exact,25,25,402,2009,,,750,,,,,,,,,
9425,,2131,Exact,25,25,110502,2003,6000,1,5600,Arrears & Future payments,,1148,,,,,,
9426,,2128,Exact,25,25,50300,2003,6000,,4379,,,1716,,,,,,
9427,,2122,Exact,25,25,92101,5003,6000,,6900,,,,,,,,,
9429,,2130,Exact,25,25,120700,2003,,,0,,,2696,,,16,,,
9430,,2130,Exact,25,25,120301,4001,3120,5,3120,Arrears,,836,,,,,,
9432,,2122,Exact,25,25,92101,4000,2800,,1600,Arrears,,,,,,,,
9438,,2124,Exact,25,25,100400,1002,4000,3,1750,,,836,,,,,,
9439,,2118,Exact,25,25,80601,1007,6000,1,1277,Arrears & Future payments,,576,,,,,,
9440,,2118,Exact,25,25,80500,2000,,,1019,,,,,,,,,
9441,,2134,Exact,25,25,804,1004,4200,6,1950,Arrears,,,,,,,,
9442,,2125,Exact,25,25,91200,1006,4000,,3300,Arrears & Future payments,,2283,,,,,,
9448,,2128,Exact,25,25,51000,3000,2550,3,3400,Arrears,,,,,,,,
9452,,2128,Exact,25,25,51000,1003,4000,1,2000,Arrears & Future payments,,,,,,,,
9453,,2128,Exact,25,25,51000,1003,6000,,6000,Arrears,,,,,,,,1000
9455,,2113,Exact,25,25,30100,2005,4000,2,0,Future payments,,,,,,,,
9460,,2128,Exact,25,25,51000,2014,6000,2,7800,,,,,,,,,
9461,,2131,Exact,25,25,110201,1018,5498,3,3994.44,Arrears,,,,,,,,
9462,,2134,Exact,25,25,704,2002,4000,2,5370,Arrears,1500,,,,,,,
9464,,2130,Exact,25,25,120400,3009,4400,2,0,Future payments,24000,,,,,,,
9466,,2130,Exact,25,25,110105,1004,3650,3,1460,Arrears & Future payments,,1928,,,,,,
9467,,2118,Exact,25,25,71101,2003,5962,3,2326,Arrears,,,,,,671,,
9468,,2121,Exact,25,25,90100,5002,1900,1,2500,Arrears,,,,,,,,
9469,,2125,Exact,25,25,91200,3000,3500,3,2100,,,2476,,,,,,
9470,,2136,Exact,25,25,140300,5008,4000,2,4000,Arrears,,,,,,,,
9471,,2128,Exact,25,25,51000,1000,4000,,4600,,,,,,,,,
9474,,2128,Exact,25,25,51000,2010,4744,2,4744,Arrears & Future payments,,,,,,,,0
9475,,2125,Exact,25,25,90700,4014,2800,1,0,Arrears & Future payments,,,,,,,,
9476,,2136,Exact,25,25,140105,1009,6000,5,7750,,,,,,,,,
9477,,2135,Exact,25,25,202,2000,6000,,4000,Arrears,,1148,,,,,,
9478,,2136,Exact,25,25,140102,2021,6000,,7275,Arrears,,,,,,,,
9482,,2122,Exact,25,25,92000,1002,3300,,3300,Arrears,,1059,,,,,,
9485,,2131,Exact,25,25,140106,1002,3004,2,1502,Arrears,,,,,,476,,3000
9486,,2121,Exact,25,25,90300,3004,4000,,5400,,,,,,428,,,728
9487,,2215,Exact,25,25,10204,3006,4000,3,1343,Arrears & Future payments,,,,,,,,
9488,,2128,Exact,25,25,50300,2004,6000,,7134.55,Arrears,,,,,,,,
9489,,2121,Exact,25,25,90100,5005,3600,2,1800,Arrears,,2344,,,,,,
9490,,2130,Exact,25,25,110106,1000,6000,,5208,Arrears & Future payments,,1148,,,,,,
9495,,2127,Exact,25,25,61201,1008,2700,3,2700,Arrears,,,,,,,,
9496,,2109,Exact,25,25,30400,4006,6000,,7650,Arrears,,1896,,,,,,
9500,,2128,Exact,25,25,50600,2004,5175,3,0,Future payments,,,,,,,,
9501,,2125,Exact,25,25,90400,1001,6000,,9000,,,1008,,,,,,
9503,,2124,Exact,25,25,100500,1006,6000,3,9000,Arrears,115,160,,,,,,
9506,,2135,Exact,25,25,604,2003,5435,3,3640,Arrears,,,,,,,,
9509,,2119,Exact,25,25,81800,2000,6000,3,2570,Arrears,,1160,,,,,,
9510,,2128,Exact,25,25,51101,1010,3060,3,3060,,,,,,,,,
9512,,2125,Exact,25,25,91300,2000,4000,3,2000,Arrears & Future payments,,800,,,,,,
9513,,2121,Exact,25,25,90300,1005,5798.32,3,1298,Arrears & Future payments,,,,,,,,
9514,,2116,Exact,25,25,10600,1007,6000,,10700,Arrears,,,,,,,,
9518,,2128,Exact,25,25,51101,1009,3000,2,1500,Arrears,,,,,,,,
9520,,2121,Exact,25,25,82100,3002,4000,3,3550,Arrears & Future payments,,2062,,,,,,
9521,,2128,Exact,25,25,50300,1011,4000,2,5400,,,,,,,,,
3868,,2128,Non_Exact,25,25,50200,1005,1400,2,1400,Arrears,,,,,,300,,
6251,,2121,Non_Exact,25,25,81900,2001,6000,3,14700,Arrears,,,,,,,,
8291,,2128,Non_Exact,25,25,51000,2010,3163,2,12837,,,1200,,0,0,,0,
8410,,2467,Non_Exact,25,25,130101,1009,6000,,12135,Arrears,,1044,,,,,,
8412,,2136,Non_Exact,25,25,140400,5013,,,0,,,636,,,,,,
8501,,2119,Non_Exact,25,25,80401,1017,3632.7,3,728,Arrears & Future payments,,,,,,,,
8551,,2135,Non_Exact,25,25,402,2014,1900,3,3200,Arrears,,1200,,,,,,
8789,,2120,Non_Exact,25,25,81102,1003,6000,3,6075,Arrears,,452,,,,,,400
8864,,2128,Non_Exact,25,25,50200,4000,5500,5,4400,Arrears,,,,,,,,
9108,,2136,Non_Exact,25,25,140102,1003,2775,3,0,Arrears,,2600,,,,,,
9243,,2131,Non_Exact,25,25,110201,1000,4000,,4800,,,,,,,,,813
9268,,2131,Non_Exact,25,25,110201,1011,6000,,5700,,,,,,,,,1100
9319,,2128,Non_Exact,25,25,50101,3000,5550,3,3700,Arrears & Future payments,,,,,,,,
972,,2124,,25,25,100601,4006,5700,,6200,Arrears,,600,,,,,,
2551,,2111,,25,25,70102,2000,4000,1,2300,Arrears & Future payments,,3539,,,,,,
3637,,2128,,25,25,50400,2003,,,1550,,0,0,0,0,0,0,0,0
5712,,2128,,25,25,50200,2000,6000,3,7600,Arrears,0,0,0,0,0,0,0,0
6758,,2128,,25,25,50200,2001,6000,5,1450,,,,,,,1100,,
8090,,2125,,25,25,91400,2005,4000,4,3010,Arrears & Future payments,,1684,,,,784,,
8333,,2113,,25,25,30400,3003,4000,1,3070.8,Arrears & Future payments,,2068,,,,,,
8342,,2124,,25,25,100100,5000,6000,3,6600,Arrears,,0,,,,,,
8494,,2114,,25,25,20304,1008,5000,4,5000,Arrears,,269,,,,,,
8496,,2114,,25,25,20305,2002,2505,1,0,Future payments,0,,,,,,,
8543,,2215,,25,25,10205,3002,4000,2,1900,Arrears & Future payments,,1148,,,,,,
8676,,2124,,25,25,91001,1004,3018,2,0,,,1188,,,,,,
8702,,2136,,25,25,140102,2001,4000,3,0,Future payments,,,,,,,,
8722,,2124,,25,25,92101,5009,,,3400,,1500,,,,,,,
8742,,2135,,25,25,503,1005,4000,3,950,Arrears,0,0,,,,,,
8828,,2119,,25,25,81301,1004,5622,6,4721.06,Arrears,,1068,,,,,,2069
8847,,2126,,25,25,100900,4001,,,6500,,,800,,,,,,1000
8942,,2122,,25,25,92101,2012,6000,,7600,Arrears,,,,,,,,
8985,,2121,,25,25,82000,1004,4000,1,2888,Arrears & Future payments,,,,,,,,
9020,,2124,,25,25,70104,3000,6000,4,3898,Arrears,,,,,,,,
9037,,2118,,25,25,71101,2003,6000,5,2800,Arrears,,900,,,,,,
9069,,2131,,25,25,110401,2008,4200,2,5400,Arrears,,1400,,,,,,
9102,,2114,,25,25,20305,2002,6000,3,6735,Arrears,,1168,,,,,,
9111,,2128,,25,25,51200,1002,,,0,,,0,,,,,,
9140,,2119,,25,25,80500,1007,5272,3,2636,Arrears & Future payments,,0,,,,,,
9192,,2113,,25,25,30400,3003,4000,,4797.39,,,1000,,,,,,
9219,,2127,,25,25,60501,3003,2032.07,1,1990,Arrears,,2300,,,,,,
9419,,2128,,25,25,50600,2007,4000,4,0,Arrears,,,,,,,,
9446,,2120,,25,25,81102,1001,6000,4,1500,Future payments,,300,,,,,,
9508,,2130,,25,25,110105,1015,4000,3,3807.5,,,1352,,,,,,
